date,year,month,week,category,brand,region,units_sold,avg_price,discount_pct,revenue
2022-07-04,2022,7,27,Smart Home,Philips,North America,45,153.9,0.14,5956.04
2022-07-04,2022,7,27,Smart Home,Philips,Europe,33,137.6,0.028,4413.58
2022-07-04,2022,7,27,Smart Home,Philips,Asia-Pacific,38,142.77,0.056,5121.53
2022-07-04,2022,7,27,Smart Home,Philips,Latin America,21,139.53,0.074,2713.34
2022-07-04,2022,7,27,Gaming,Sony,North America,24,432.13,0.095,9385.83
2022-07-04,2022,7,27,Gaming,Sony,Europe,22,456.03,0.197,8056.22
2022-07-04,2022,7,27,Gaming,Sony,Asia-Pacific,39,441.32,0.003,17159.73
2022-07-04,2022,7,27,Gaming,Sony,Latin America,15,454.24,0.162,5709.8
2022-07-04,2022,7,27,Gaming,Microsoft,North America,26,467.36,0.121,10680.96
2022-07-04,2022,7,27,Gaming,Microsoft,Europe,21,464.55,0.016,9599.45
2022-07-04,2022,7,27,Gaming,Microsoft,Asia-Pacific,24,468.24,0.186,9147.5
2022-07-04,2022,7,27,Gaming,Microsoft,Latin America,19,447.07,0.181,6956.92
2022-07-04,2022,7,27,Gaming,Nintendo,North America,28,435.06,0.039,11706.53
2022-07-04,2022,7,27,Gaming,Nintendo,Europe,26,467.08,0.114,10759.61
2022-07-04,2022,7,27,Gaming,Nintendo,Asia-Pacific,35,433.29,0.026,14770.89
2022-07-04,2022,7,27,Gaming,Nintendo,Latin America,16,435.41,0.135,6026.09
2022-07-04,2022,7,27,Gaming,Razer,North America,21,438.94,0.034,8904.26
2022-07-04,2022,7,27,Gaming,Razer,Europe,22,452.96,0.133,8639.67
2022-07-04,2022,7,27,Gaming,Razer,Asia-Pacific,32,462.39,0.151,12562.3
2022-07-04,2022,7,27,Gaming,Razer,Latin America,15,443.43,0.087,6072.75
2022-07-11,2022,7,28,Smartphones,Apple,North America,65,830.37,0.186,43934.85
2022-07-11,2022,7,28,Smartphones,Apple,Europe,66,816.71,0.044,51531.04
2022-07-11,2022,7,28,Smartphones,Apple,Asia-Pacific,76,888.63,0.18,55379.25
2022-07-11,2022,7,28,Smartphones,Apple,Latin America,38,862.83,0.107,29279.3
2022-07-11,2022,7,28,Smartphones,Samsung,North America,66,835.37,0.138,47525.98
2022-07-11,2022,7,28,Smartphones,Samsung,Europe,67,793.23,0.153,45014.84
2022-07-11,2022,7,28,Smartphones,Samsung,Asia-Pacific,66,821.11,0.075,50128.72
2022-07-11,2022,7,28,Smartphones,Samsung,Latin America,35,795.67,0.076,25731.87
2022-07-11,2022,7,28,Smartphones,Google,North America,60,815.98,0.171,40586.73
2022-07-11,2022,7,28,Smartphones,Google,Europe,58,827.43,0.023,46886.93
2022-07-11,2022,7,28,Smartphones,Google,Asia-Pacific,80,857.69,0.148,58460.21
2022-07-11,2022,7,28,Smartphones,Google,Latin America,43,828.41,0.023,34802.23
2022-07-11,2022,7,28,Smartphones,OnePlus,North America,56,899.21,0.191,40737.65
2022-07-11,2022,7,28,Smartphones,OnePlus,Europe,56,849.08,0.012,46978.13
2022-07-11,2022,7,28,Smartphones,OnePlus,Asia-Pacific,59,835.38,0.196,39627.18
2022-07-11,2022,7,28,Smartphones,OnePlus,Latin America,34,879.35,0.136,25831.82
2022-07-11,2022,7,28,Laptops,Apple,North America,27,1048.97,0.12,24923.62
2022-07-11,2022,7,28,Laptops,Apple,Europe,23,1143.46,0.108,23459.21
2022-07-11,2022,7,28,Laptops,Apple,Asia-Pacific,28,1106.03,0.189,25115.68
2022-07-11,2022,7,28,Laptops,Apple,Latin America,15,1055.79,0.091,14395.71
2022-07-11,2022,7,28,Laptops,Dell,North America,25,1085.29,0.133,23523.73
2022-07-11,2022,7,28,Laptops,Dell,Europe,24,1034.97,0.12,21858.59
2022-07-11,2022,7,28,Laptops,Dell,Asia-Pacific,26,1224.96,0.025,31052.63
2022-07-11,2022,7,28,Laptops,Dell,Latin America,17,1098.64,0.096,16883.84
2022-07-11,2022,7,28,Laptops,HP,North America,28,1054.72,0.141,25368.23
2022-07-11,2022,7,28,Laptops,HP,Europe,17,1186.73,0.067,18822.77
2022-07-11,2022,7,28,Laptops,HP,Asia-Pacific,31,1073.29,0.147,28381.03
2022-07-11,2022,7,28,Laptops,HP,Latin America,15,1036.55,0.011,15377.19
2022-07-11,2022,7,28,Laptops,Lenovo,North America,28,1079.32,0.098,27259.29
2022-07-11,2022,7,28,Laptops,Lenovo,Europe,16,1179.78,0.132,16384.8
2022-07-11,2022,7,28,Laptops,Lenovo,Asia-Pacific,37,989.92,0.11,32598.19
2022-07-11,2022,7,28,Laptops,Lenovo,Latin America,13,1156.49,0.198,12057.57
2022-07-11,2022,7,28,Laptops,Microsoft,North America,26,1056.23,0.106,24550.92
2022-07-11,2022,7,28,Laptops,Microsoft,Europe,21,1166.48,0.039,23540.68
2022-07-11,2022,7,28,Laptops,Microsoft,Asia-Pacific,32,1065.43,0.026,33207.3
2022-07-11,2022,7,28,Laptops,Microsoft,Latin America,14,1042.02,0.161,12239.55
2022-07-11,2022,7,28,Tablets,Apple,North America,24,588.42,0.092,12822.88
2022-07-11,2022,7,28,Tablets,Apple,Europe,19,631.56,0.139,10331.63
2022-07-11,2022,7,28,Tablets,Apple,Asia-Pacific,25,633.41,0.044,15138.57
2022-07-11,2022,7,28,Tablets,Apple,Latin America,12,579.57,0.002,6940.89
2022-07-11,2022,7,28,Tablets,Samsung,North America,21,587.9,0.136,10666.79
2022-07-11,2022,7,28,Tablets,Samsung,Europe,20,618.99,0.19,10027.59
2022-07-11,2022,7,28,Tablets,Samsung,Asia-Pacific,20,641.05,0.185,10449.14
2022-07-11,2022,7,28,Tablets,Samsung,Latin America,15,658.06,0.036,9515.5
2022-07-11,2022,7,28,Tablets,Lenovo,North America,29,642.5,0.13,16210.23
2022-07-11,2022,7,28,Tablets,Lenovo,Europe,13,583.68,0.125,6639.38
2022-07-11,2022,7,28,Tablets,Lenovo,Asia-Pacific,24,623.7,0.048,14250.3
2022-07-11,2022,7,28,Tablets,Lenovo,Latin America,9,622.7,0.191,4533.9
2022-07-11,2022,7,28,Tablets,Microsoft,North America,20,600.29,0.138,10348.99
2022-07-11,2022,7,28,Tablets,Microsoft,Europe,19,585.11,0.156,9382.82
2022-07-11,2022,7,28,Tablets,Microsoft,Asia-Pacific,28,593.02,0.055,15691.24
2022-07-11,2022,7,28,Tablets,Microsoft,Latin America,11,600.53,0.024,6447.24
2022-07-11,2022,7,28,Wearables,Apple,North America,55,286.44,0.134,13643.23
2022-07-11,2022,7,28,Wearables,Apple,Europe,40,279.85,0.115,9906.76
2022-07-11,2022,7,28,Wearables,Apple,Asia-Pacific,51,276.05,0.149,11980.96
2022-07-11,2022,7,28,Wearables,Apple,Latin America,27,273.19,0.097,6660.72
2022-07-11,2022,7,28,Wearables,Samsung,North America,45,270.58,0.114,10788.09
2022-07-11,2022,7,28,Wearables,Samsung,Europe,43,282.37,0.182,9932.19
2022-07-11,2022,7,28,Wearables,Samsung,Asia-Pacific,57,273.13,0.163,13030.55
2022-07-11,2022,7,28,Wearables,Samsung,Latin America,31,281.77,0.107,7800.14
2022-07-11,2022,7,28,Wearables,Fitbit,North America,51,268.01,0.104,12246.88
2022-07-11,2022,7,28,Wearables,Fitbit,Europe,35,271.01,0.158,7986.64
2022-07-11,2022,7,28,Wearables,Fitbit,Asia-Pacific,64,293.17,0.193,15141.54
2022-07-11,2022,7,28,Wearables,Fitbit,Latin America,28,275.76,0.12,6794.69
2022-07-11,2022,7,28,Wearables,Garmin,North America,52,292.89,0.16,12793.38
2022-07-11,2022,7,28,Wearables,Garmin,Europe,43,284.11,0.041,11715.75
2022-07-11,2022,7,28,Wearables,Garmin,Asia-Pacific,61,292.22,0.17,14794.98
2022-07-11,2022,7,28,Wearables,Garmin,Latin America,35,286.83,0.101,9025.17
2022-07-11,2022,7,28,Smart Home,Amazon,North America,37,155.69,0.085,5270.83
2022-07-11,2022,7,28,Smart Home,Amazon,Europe,35,149.97,0.06,4934.13
2022-07-11,2022,7,28,Smart Home,Amazon,Asia-Pacific,54,147.59,0.157,6718.67
2022-07-11,2022,7,28,Smart Home,Amazon,Latin America,21,144.52,0.115,2685.94
2022-07-11,2022,7,28,Smart Home,Google,North America,39,143.13,0.197,4482.49
2022-07-11,2022,7,28,Smart Home,Google,Europe,31,155.98,0.042,4632.15
2022-07-11,2022,7,28,Smart Home,Google,Asia-Pacific,56,156.47,0.047,8350.63
2022-07-11,2022,7,28,Smart Home,Google,Latin America,23,154.69,0.167,2963.63
2022-07-11,2022,7,28,Smart Home,Samsung,North America,47,147.85,0.043,6649.99
2022-07-11,2022,7,28,Smart Home,Samsung,Europe,33,152.44,0.124,4406.63
2022-07-11,2022,7,28,Smart Home,Samsung,Asia-Pacific,51,152.07,0.076,7166.31
2022-07-11,2022,7,28,Smart Home,Samsung,Latin America,24,146.55,0.017,3457.38
2022-07-11,2022,7,28,Smart Home,Philips,North America,41,156.31,0.139,5518.02
2022-07-11,2022,7,28,Smart Home,Philips,Europe,33,149.49,0.147,4207.9
2022-07-11,2022,7,28,Smart Home,Philips,Asia-Pacific,56,149.73,0.039,8057.86
2022-07-11,2022,7,28,Smart Home,Philips,Latin America,19,156.32,0.164,2482.98
2022-07-11,2022,7,28,Gaming,Sony,North America,25,438.5,0.031,10622.56
2022-07-11,2022,7,28,Gaming,Sony,Europe,27,449.09,0.005,12064.8
2022-07-11,2022,7,28,Gaming,Sony,Asia-Pacific,31,445.62,0.025,13468.81
2022-07-11,2022,7,28,Gaming,Sony,Latin America,17,464.47,0.013,7793.27
2022-07-11,2022,7,28,Gaming,Microsoft,North America,26,436.82,0.067,10596.38
2022-07-11,2022,7,28,Gaming,Microsoft,Europe,23,485.9,0.045,10672.69
2022-07-11,2022,7,28,Gaming,Microsoft,Asia-Pacific,36,451.08,0.194,13088.68
2022-07-11,2022,7,28,Gaming,Microsoft,Latin America,15,455.86,0.185,5572.85
2022-07-11,2022,7,28,Gaming,Nintendo,North America,31,475.95,0.061,13854.5
2022-07-11,2022,7,28,Gaming,Nintendo,Europe,25,431.19,0.106,9637.0
2022-07-11,2022,7,28,Gaming,Nintendo,Asia-Pacific,30,415.68,0.11,11098.76
2022-07-11,2022,7,28,Gaming,Nintendo,Latin America,12,426.03,0.034,4938.57
2022-07-11,2022,7,28,Gaming,Razer,North America,31,444.1,0.069,12817.23
2022-07-11,2022,7,28,Gaming,Razer,Europe,23,402.84,0.106,8283.26
2022-07-11,2022,7,28,Gaming,Razer,Asia-Pacific,26,430.37,0.095,10126.72
2022-07-11,2022,7,28,Gaming,Razer,Latin America,15,451.79,0.103,6078.79
2022-07-18,2022,7,29,Smartphones,Apple,North America,69,864.65,0.076,55126.48
2022-07-18,2022,7,29,Smartphones,Apple,Europe,56,838.84,0.145,40163.71
2022-07-18,2022,7,29,Smartphones,Apple,Asia-Pacific,91,841.49,0.05,72747.22
2022-07-18,2022,7,29,Smartphones,Apple,Latin America,31,816.39,0.037,24371.61
2022-07-18,2022,7,29,Smartphones,Samsung,North America,81,844.75,0.1,61582.1
2022-07-18,2022,7,29,Smartphones,Samsung,Europe,55,885.45,0.188,39544.32
2022-07-18,2022,7,29,Smartphones,Samsung,Asia-Pacific,89,807.71,0.061,67500.95
2022-07-18,2022,7,29,Smartphones,Samsung,Latin America,43,785.73,0.081,31049.59
2022-07-18,2022,7,29,Smartphones,Google,North America,65,863.65,0.016,55238.74
2022-07-18,2022,7,29,Smartphones,Google,Europe,54,768.79,0.033,40144.87
2022-07-18,2022,7,29,Smartphones,Google,Asia-Pacific,91,869.79,0.111,70365.44
2022-07-18,2022,7,29,Smartphones,Google,Latin America,27,853.11,0.192,18611.44
2022-07-18,2022,7,29,Smartphones,OnePlus,North America,58,868.63,0.146,43025.11
2022-07-18,2022,7,29,Smartphones,OnePlus,Europe,48,855.21,0.2,32840.22
2022-07-18,2022,7,29,Smartphones,OnePlus,Asia-Pacific,87,815.98,0.081,65240.19
2022-07-18,2022,7,29,Smartphones,OnePlus,Latin America,29,800.1,0.149,19745.77
2022-07-18,2022,7,29,Laptops,Apple,North America,25,1033.21,0.15,21955.65
2022-07-18,2022,7,29,Laptops,Apple,Europe,22,1172.07,0.19,20886.27
2022-07-18,2022,7,29,Laptops,Apple,Asia-Pacific,34,1018.8,0.106,30967.34
2022-07-18,2022,7,29,Laptops,Apple,Latin America,12,1061.88,0.193,10283.29
2022-07-18,2022,7,29,Laptops,Dell,North America,23,1019.08,0.105,20977.86
2022-07-18,2022,7,29,Laptops,Dell,Europe,22,1117.18,0.168,20448.79
2022-07-18,2022,7,29,Laptops,Dell,Asia-Pacific,21,1090.67,0.085,20957.28
2022-07-18,2022,7,29,Laptops,Dell,Latin America,13,1129.29,0.023,14343.15
2022-07-18,2022,7,29,Laptops,HP,North America,28,1082.85,0.108,27045.21
2022-07-18,2022,7,29,Laptops,HP,Europe,22,1078.08,0.06,22294.71
2022-07-18,2022,7,29,Laptops,HP,Asia-Pacific,30,1129.33,0.148,28865.58
2022-07-18,2022,7,29,Laptops,HP,Latin America,13,1087.08,0.061,13270.03
2022-07-18,2022,7,29,Laptops,Lenovo,North America,30,1074.23,0.165,26909.56
2022-07-18,2022,7,29,Laptops,Lenovo,Europe,25,1110.83,0.124,24327.25
2022-07-18,2022,7,29,Laptops,Lenovo,Asia-Pacific,27,1103.04,0.123,26118.86
2022-07-18,2022,7,29,Laptops,Lenovo,Latin America,13,1136.22,0.001,14756.05
2022-07-18,2022,7,29,Laptops,Microsoft,North America,28,1082.02,0.071,28145.63
2022-07-18,2022,7,29,Laptops,Microsoft,Europe,25,1130.45,0.017,27780.79
2022-07-18,2022,7,29,Laptops,Microsoft,Asia-Pacific,28,1097.72,0.025,29967.65
2022-07-18,2022,7,29,Laptops,Microsoft,Latin America,13,1102.02,0.131,12449.54
2022-07-18,2022,7,29,Tablets,Apple,North America,22,644.6,0.06,13330.27
2022-07-18,2022,7,29,Tablets,Apple,Europe,17,626.84,0.162,8930.03
2022-07-18,2022,7,29,Tablets,Apple,Asia-Pacific,28,636.82,0.168,14835.29
2022-07-18,2022,7,29,Tablets,Apple,Latin America,12,639.71,0.087,7008.64
2022-07-18,2022,7,29,Tablets,Samsung,North America,18,658.79,0.04,11383.89
2022-07-18,2022,7,29,Tablets,Samsung,Europe,19,626.6,0.079,10964.93
2022-07-18,2022,7,29,Tablets,Samsung,Asia-Pacific,25,566.7,0.032,13714.22
2022-07-18,2022,7,29,Tablets,Samsung,Latin America,12,646.89,0.133,6730.24
2022-07-18,2022,7,29,Tablets,Lenovo,North America,22,645.8,0.11,12644.82
2022-07-18,2022,7,29,Tablets,Lenovo,Europe,20,582.65,0.065,10895.56
2022-07-18,2022,7,29,Tablets,Lenovo,Asia-Pacific,26,568.96,0.1,13313.7
2022-07-18,2022,7,29,Tablets,Lenovo,Latin America,14,597.95,0.078,7718.32
2022-07-18,2022,7,29,Tablets,Microsoft,North America,23,627.54,0.004,14375.64
2022-07-18,2022,7,29,Tablets,Microsoft,Europe,20,644.21,0.153,10912.86
2022-07-18,2022,7,29,Tablets,Microsoft,Asia-Pacific,26,657.22,0.068,15925.68
2022-07-18,2022,7,29,Tablets,Microsoft,Latin America,14,614.02,0.087,7848.37
2022-07-18,2022,7,29,Wearables,Apple,North America,47,292.53,0.152,11658.88
2022-07-18,2022,7,29,Wearables,Apple,Europe,41,286.44,0.102,10546.23
2022-07-18,2022,7,29,Wearables,Apple,Asia-Pacific,56,299.11,0.173,13852.35
2022-07-18,2022,7,29,Wearables,Apple,Latin America,29,279.7,0.164,6780.94
2022-07-18,2022,7,29,Wearables,Samsung,North America,52,296.62,0.162,12925.64
2022-07-18,2022,7,29,Wearables,Samsung,Europe,40,267.39,0.036,10310.45
2022-07-18,2022,7,29,Wearables,Samsung,Asia-Pacific,65,279.3,0.127,15848.83
2022-07-18,2022,7,29,Wearables,Samsung,Latin America,27,285.92,0.008,7657.99
2022-07-18,2022,7,29,Wearables,Fitbit,North America,62,278.45,0.085,15796.27
2022-07-18,2022,7,29,Wearables,Fitbit,Europe,40,276.73,0.01,10958.59
2022-07-18,2022,7,29,Wearables,Fitbit,Asia-Pacific,51,285.27,0.127,12701.1
2022-07-18,2022,7,29,Wearables,Fitbit,Latin America,27,290.07,0.096,7080.03
2022-07-18,2022,7,29,Wearables,Garmin,North America,40,279.0,0.061,10479.36
2022-07-18,2022,7,29,Wearables,Garmin,Europe,41,289.02,0.07,11020.43
2022-07-18,2022,7,29,Wearables,Garmin,Asia-Pacific,51,284.84,0.01,14381.63
2022-07-18,2022,7,29,Wearables,Garmin,Latin America,28,280.93,0.149,6694.03
2022-07-18,2022,7,29,Smart Home,Amazon,North America,42,156.59,0.182,5379.77
2022-07-18,2022,7,29,Smart Home,Amazon,Europe,37,152.27,0.19,4563.52
2022-07-18,2022,7,29,Smart Home,Amazon,Asia-Pacific,44,153.86,0.019,6641.4
2022-07-18,2022,7,29,Smart Home,Amazon,Latin America,26,150.65,0.172,3243.23
2022-07-18,2022,7,29,Smart Home,Google,North America,37,158.61,0.072,5446.02
2022-07-18,2022,7,29,Smart Home,Google,Europe,36,142.76,0.074,4759.02
2022-07-18,2022,7,29,Smart Home,Google,Asia-Pacific,45,146.66,0.077,6091.65
2022-07-18,2022,7,29,Smart Home,Google,Latin America,23,147.93,0.149,2895.53
2022-07-18,2022,7,29,Smart Home,Samsung,North America,46,155.47,0.182,5850.1
2022-07-18,2022,7,29,Smart Home,Samsung,Europe,33,146.78,0.141,4160.86
2022-07-18,2022,7,29,Smart Home,Samsung,Asia-Pacific,49,148.93,0.109,6502.22
2022-07-18,2022,7,29,Smart Home,Samsung,Latin America,20,158.05,0.198,2535.1
2022-07-18,2022,7,29,Smart Home,Philips,North America,43,159.15,0.009,6781.92
2022-07-18,2022,7,29,Smart Home,Philips,Europe,37,157.08,0.051,5515.7
2022-07-18,2022,7,29,Smart Home,Philips,Asia-Pacific,55,141.79,0.181,6387.14
2022-07-18,2022,7,29,Smart Home,Philips,Latin America,28,148.02,0.09,3771.49
2022-07-18,2022,7,29,Gaming,Sony,North America,27,411.25,0.014,10948.36
2022-07-18,2022,7,29,Gaming,Sony,Europe,18,470.3,0.101,7610.37
2022-07-18,2022,7,29,Gaming,Sony,Asia-Pacific,38,453.33,0.139,14832.21
2022-07-18,2022,7,29,Gaming,Sony,Latin America,16,453.98,0.113,6442.84
2022-07-18,2022,7,29,Gaming,Microsoft,North America,30,423.38,0.148,10821.51
2022-07-18,2022,7,29,Gaming,Microsoft,Europe,20,466.42,0.174,7705.28
2022-07-18,2022,7,29,Gaming,Microsoft,Asia-Pacific,35,448.07,0.15,13330.2
2022-07-18,2022,7,29,Gaming,Microsoft,Latin America,13,470.82,0.08,5631.01
2022-07-18,2022,7,29,Gaming,Nintendo,North America,28,461.38,0.032,12505.15
2022-07-18,2022,7,29,Gaming,Nintendo,Europe,25,477.24,0.176,9831.11
2022-07-18,2022,7,29,Gaming,Nintendo,Asia-Pacific,34,430.8,0.142,12567.25
2022-07-18,2022,7,29,Gaming,Nintendo,Latin America,14,447.6,0.044,5990.66
2022-07-18,2022,7,29,Gaming,Razer,North America,27,427.97,0.034,11162.18
2022-07-18,2022,7,29,Gaming,Razer,Europe,26,453.75,0.008,11703.21
2022-07-18,2022,7,29,Gaming,Razer,Asia-Pacific,37,479.94,0.185,14472.7
2022-07-18,2022,7,29,Gaming,Razer,Latin America,15,481.57,0.128,6298.92
2022-07-25,2022,7,30,Smartphones,Apple,North America,67,913.31,0.107,54644.5
2022-07-25,2022,7,30,Smartphones,Apple,Europe,63,850.28,0.121,47085.75
2022-07-25,2022,7,30,Smartphones,Apple,Asia-Pacific,74,860.39,0.141,54691.41
2022-07-25,2022,7,30,Smartphones,Apple,Latin America,30,833.42,0.082,22952.46
2022-07-25,2022,7,30,Smartphones,Samsung,North America,61,830.58,0.011,50108.23
2022-07-25,2022,7,30,Smartphones,Samsung,Europe,62,791.99,0.044,46942.79
2022-07-25,2022,7,30,Smartphones,Samsung,Asia-Pacific,82,845.4,0.194,55874.44
2022-07-25,2022,7,30,Smartphones,Samsung,Latin America,24,828.03,0.156,16772.65
2022-07-25,2022,7,30,Smartphones,Google,North America,67,834.16,0.149,47561.57
2022-07-25,2022,7,30,Smartphones,Google,Europe,49,883.45,0.174,35756.73
2022-07-25,2022,7,30,Smartphones,Google,Asia-Pacific,69,817.86,0.163,47233.59
2022-07-25,2022,7,30,Smartphones,Google,Latin America,37,876.45,0.116,28666.83
2022-07-25,2022,7,30,Smartphones,OnePlus,North America,71,796.85,0.031,54822.37
2022-07-25,2022,7,30,Smartphones,OnePlus,Europe,58,904.37,0.074,48571.99
2022-07-25,2022,7,30,Smartphones,OnePlus,Asia-Pacific,80,841.3,0.036,64881.25
2022-07-25,2022,7,30,Smartphones,OnePlus,Latin America,40,912.15,0.038,35099.42
2022-07-25,2022,7,30,Laptops,Apple,North America,21,1104.24,0.13,20174.4
2022-07-25,2022,7,30,Laptops,Apple,Europe,24,1103.46,0.036,25529.65
2022-07-25,2022,7,30,Laptops,Apple,Asia-Pacific,26,1137.14,0.014,29151.67
2022-07-25,2022,7,30,Laptops,Apple,Latin America,15,1114.44,0.182,13674.14
2022-07-25,2022,7,30,Laptops,Dell,North America,28,1096.26,0.105,27472.24
2022-07-25,2022,7,30,Laptops,Dell,Europe,22,1020.92,0.121,19742.45
2022-07-25,2022,7,30,Laptops,Dell,Asia-Pacific,30,1106.25,0.165,27711.56
2022-07-25,2022,7,30,Laptops,Dell,Latin America,14,1036.95,0.009,14386.59
2022-07-25,2022,7,30,Laptops,HP,North America,26,1118.38,0.029,28234.73
2022-07-25,2022,7,30,Laptops,HP,Europe,22,1094.79,0.193,19436.98
2022-07-25,2022,7,30,Laptops,HP,Asia-Pacific,32,1094.51,0.147,29875.73
2022-07-25,2022,7,30,Laptops,HP,Latin America,13,1158.62,0.04,14459.56
2022-07-25,2022,7,30,Laptops,Lenovo,North America,22,1106.94,0.089,22185.38
2022-07-25,2022,7,30,Laptops,Lenovo,Europe,24,1133.77,0.031,26366.92
2022-07-25,2022,7,30,Laptops,Lenovo,Asia-Pacific,36,1123.22,0.125,35381.57
2022-07-25,2022,7,30,Laptops,Lenovo,Latin America,17,1157.38,0.021,19262.21
2022-07-25,2022,7,30,Laptops,Microsoft,North America,25,1150.42,0.167,23957.43
2022-07-25,2022,7,30,Laptops,Microsoft,Europe,26,1175.48,0.005,30409.76
2022-07-25,2022,7,30,Laptops,Microsoft,Asia-Pacific,28,1110.98,0.131,27032.41
2022-07-25,2022,7,30,Laptops,Microsoft,Latin America,15,1189.39,0.077,16467.13
2022-07-25,2022,7,30,Tablets,Apple,North America,26,589.32,0.022,14985.26
2022-07-25,2022,7,30,Tablets,Apple,Europe,19,630.48,0.02,11739.59
2022-07-25,2022,7,30,Tablets,Apple,Asia-Pacific,28,613.61,0.123,15067.9
2022-07-25,2022,7,30,Tablets,Apple,Latin America,14,658.05,0.184,7517.54
2022-07-25,2022,7,30,Tablets,Samsung,North America,25,599.39,0.036,14445.42
2022-07-25,2022,7,30,Tablets,Samsung,Europe,15,613.61,0.136,7952.42
2022-07-25,2022,7,30,Tablets,Samsung,Asia-Pacific,28,649.79,0.06,17102.6
2022-07-25,2022,7,30,Tablets,Samsung,Latin America,12,599.08,0.021,7038.04
2022-07-25,2022,7,30,Tablets,Lenovo,North America,25,601.66,0.187,12228.68
2022-07-25,2022,7,30,Tablets,Lenovo,Europe,20,583.72,0.015,11499.24
2022-07-25,2022,7,30,Tablets,Lenovo,Asia-Pacific,32,620.79,0.03,19269.31
2022-07-25,2022,7,30,Tablets,Lenovo,Latin America,11,601.91,0.078,6104.59
2022-07-25,2022,7,30,Tablets,Microsoft,North America,21,577.18,0.096,10957.27
2022-07-25,2022,7,30,Tablets,Microsoft,Europe,21,633.37,0.192,10746.99
2022-07-25,2022,7,30,Tablets,Microsoft,Asia-Pacific,25,630.63,0.199,12628.29
2022-07-25,2022,7,30,Tablets,Microsoft,Latin America,12,642.25,0.064,7213.73
2022-07-25,2022,7,30,Wearables,Apple,North America,41,287.93,0.083,10825.35
2022-07-25,2022,7,30,Wearables,Apple,Europe,43,270.29,0.16,9762.74
2022-07-25,2022,7,30,Wearables,Apple,Asia-Pacific,53,273.07,0.084,13257.08
2022-07-25,2022,7,30,Wearables,Apple,Latin America,23,280.25,0.106,5762.54
2022-07-25,2022,7,30,Wearables,Samsung,North America,51,270.06,0.116,12175.18
2022-07-25,2022,7,30,Wearables,Samsung,Europe,36,286.94,0.139,8893.9
2022-07-25,2022,7,30,Wearables,Samsung,Asia-Pacific,56,262.55,0.047,14011.59
2022-07-25,2022,7,30,Wearables,Samsung,Latin America,37,280.64,0.003,10352.68
2022-07-25,2022,7,30,Wearables,Fitbit,North America,35,269.9,0.184,7708.38
2022-07-25,2022,7,30,Wearables,Fitbit,Europe,46,283.8,0.17,10835.36
2022-07-25,2022,7,30,Wearables,Fitbit,Asia-Pacific,65,264.62,0.059,16185.48
2022-07-25,2022,7,30,Wearables,Fitbit,Latin America,31,297.27,0.194,7427.5
2022-07-25,2022,7,30,Wearables,Garmin,North America,53,275.66,0.166,12184.67
2022-07-25,2022,7,30,Wearables,Garmin,Europe,44,282.1,0.192,10029.12
2022-07-25,2022,7,30,Wearables,Garmin,Asia-Pacific,54,269.55,0.005,14482.85
2022-07-25,2022,7,30,Wearables,Garmin,Latin America,30,277.64,0.14,7163.08
2022-07-25,2022,7,30,Smart Home,Amazon,North America,40,148.0,0.167,4931.2
2022-07-25,2022,7,30,Smart Home,Amazon,Europe,35,148.92,0.073,4831.71
2022-07-25,2022,7,30,Smart Home,Amazon,Asia-Pacific,49,151.14,0.114,6561.78
2022-07-25,2022,7,30,Smart Home,Amazon,Latin America,23,146.85,0.036,3256.02
2022-07-25,2022,7,30,Smart Home,Google,North America,41,140.04,0.14,4937.98
2022-07-25,2022,7,30,Smart Home,Google,Europe,33,155.88,0.067,4799.45
2022-07-25,2022,7,30,Smart Home,Google,Asia-Pacific,49,140.93,0.057,6511.95
2022-07-25,2022,7,30,Smart Home,Google,Latin America,25,160.28,0.006,3982.98
2022-07-25,2022,7,30,Smart Home,Samsung,North America,41,142.9,0.002,5847.27
2022-07-25,2022,7,30,Smart Home,Samsung,Europe,38,142.14,0.175,4456.04
2022-07-25,2022,7,30,Smart Home,Samsung,Asia-Pacific,37,146.23,0.184,4415.08
2022-07-25,2022,7,30,Smart Home,Samsung,Latin America,18,149.89,0.085,2468.67
2022-07-25,2022,7,30,Smart Home,Philips,North America,48,163.45,0.104,7029.57
2022-07-25,2022,7,30,Smart Home,Philips,Europe,37,149.57,0.042,5301.7
2022-07-25,2022,7,30,Smart Home,Philips,Asia-Pacific,44,147.13,0.037,6234.25
2022-07-25,2022,7,30,Smart Home,Philips,Latin America,22,142.32,0.168,2605.05
2022-07-25,2022,7,30,Gaming,Sony,North America,30,431.51,0.063,12129.69
2022-07-25,2022,7,30,Gaming,Sony,Europe,20,423.76,0.033,8195.43
2022-07-25,2022,7,30,Gaming,Sony,Asia-Pacific,34,425.48,0.039,13902.16
2022-07-25,2022,7,30,Gaming,Sony,Latin America,16,454.56,0.121,6392.96
2022-07-25,2022,7,30,Gaming,Microsoft,North America,29,446.47,0.056,12222.66
2022-07-25,2022,7,30,Gaming,Microsoft,Europe,23,448.29,0.119,9083.73
2022-07-25,2022,7,30,Gaming,Microsoft,Asia-Pacific,33,434.53,0.11,12762.24
2022-07-25,2022,7,30,Gaming,Microsoft,Latin America,15,446.47,0.054,6335.44
2022-07-25,2022,7,30,Gaming,Nintendo,North America,33,446.61,0.113,13072.65
